track_name,album_name,track_id,duration_ms_x,lyrics,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms_y,time_signature
Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version),5KD6AEm19QnMbfWpfoOHMl,146436,"[Verse 1]


You went to a party


I heard from everybody


You part the crowd like the Red Sea


Don't even get me started


Did you get anxious though


On the way home?


I guess I'll never, ever know


Now that we don't talk




[Verse 2]


You grew your hair long


You got new icons


And from the outside


It looks like you're tryin' lives on


I miss the old ways


You didn't have to change


But I guess I don't have a say


Now that we don't talk




[Chorus]


I call my mom, she said that it was for the best


Remind myself, the morе I gave, you'd want me less


I cannot bе your friend, so I pay the price of what I lost


And what it cost, now that we don't talk[Bridge]


What do you tell your friends we


Shared dinners, long weekends with?


Truth is, I can't pretend it's


Platonic, it's just ended, so




[Chorus]


I call my mom, she said to get it off my chest (Off my chest)


Remind myself the way you faded 'til I left ('Til I left)


I cannot be your friend, so I pay the price of what I lost (Of what I lost)


And what it cost, now that we don't talk




[Outro]


I don't have to pretend I like acid rock


Or that I'd like to be on a mega yacht


With important men who think important thoughts


Guess maybe I am better off now that we don't talk


And the only way back to my dignity


Was to turn into a shrouded mystery


Just like I had been when you were chasing me


Guess this is how it has to be now that we don't talk",Sad,0.8,0.509,0,-9.386,1,0.034,0.16,3.05e-05,0.0834,0.0768,109.994,audio_features,5KD6AEm19QnMbfWpfoOHMl,spotify:track:5KD6AEm19QnMbfWpfoOHMl,https://api.spotify.com/v1/tracks/5KD6AEm19QnMbfWpfoOHMl,https://api.spotify.com/v1/audio-analysis/5KD6AEm19QnMbfWpfoOHMl,146437,4
Suburban Legends (Taylor's Version) (From The Vault),1989 (Taylor's Version),6T0sEnqjmHISIKwFETeeiP,171818,"[Verse 1]


You had people who called you on unmarked numbers


In my peripheral vision


I let it slide like a hose on a slippery plastic summer


All was quickly forgiven


You were so magnetic, it was almost obnoxious


Flush with the currency of cool


I was always turnin' out my empty pockets


And when it came to you




[Chorus]


I didn't come here to make friends


We were born to be suburban legends


When you hold me, it holds me together


And you kiss me in a way that's gonna screw me up forever




[Verse 2]


I had the fantasy that maybe our mismatched star signs


Would surprise the whole school


When I ended up back at our class reunion


Walkin' in with you


You'd be more than a chapter in my old diaries


With the pages ripped out


I am standin' in a 1950s gymnasium


And I can still see you now[Chorus]


I didn't come here to make friends


We were born to be suburban legends


When you hold me, it holds me together


And you kiss me in a way that's gonna screw me up forever


I know that you still remember


We were born to be national treasures


When you told me we'd get back together


And you kissed me in a way that's gonna screw me up forever




[Outro]


Tick-tock on the clock, I pace down your block


I broke my own heart 'cause you were too polite to do it


Waves crash on the shore, I dash to the door


You don't knock anymore and my whole life's ruined


Tick-tock on the clock, I pace down your block


I broke my own heart 'cause you were too polite to do it


Waves crash to the shore, I dash to the door


You don't knock anymore and I always knew it


That my life would be ruined",Calm,0.695,0.607,0,-8.84,1,0.0357,0.212,0.0,0.102,0.394,118.043,audio_features,6T0sEnqjmHISIKwFETeeiP,spotify:track:6T0sEnqjmHISIKwFETeeiP,https://api.spotify.com/v1/tracks/6T0sEnqjmHISIKwFETeeiP,https://api.spotify.com/v1/audio-analysis/6T0sEnqjmHISIKwFETeeiP,171819,4
Mine (Taylor's Version),Speak Now (Taylor's Version),7G0gBu6nLdhFDPRLc0HdDG,231706,"[Intro]


Ah-ah, ah-ah


Ah-ah, ah-ah




[Verse 1]


You were in college working part-time, waiting tables


Left a small town, never looked back


I was a flight risk with a fear of falling


Wondering why we bother with love if it never lasts




[Pre-Chorus]


I say, ""Can you believe it?""


As we're lying on the couch


The moment I could see it


Yes, yes, I can see it now




[Chorus]


Do you remember, we were sitting there by the water?


You put your arm around me for the first time


You made a rebel of a careless man's careful daughter


You are the best thing that's ever been mine




[Verse 2]


Flash forward and we're taking on the world together


And there's a drawer of my things at your place


You learn my secrets and you figure out why I'm guarded


You say we'll never make my parents' mistakes[Pre-Chorus]


But we got bills to pay


We got nothing figured out


When it was hard to take


Yes, yes, this is what I thought about




[Chorus]


Do you remember, we were sitting there by the water?


You put your arm around me for the first time


You made a rebel of a careless man's careful daughter


You are the best thing that's ever been mine


Do you remember all the city lights on the water?


You saw me start to believe for the first time


You made a rebel of a careless man's careful daughter


You are the best thing that's ever been mine




[Post-Chorus]


Oh-oh, oh




[Bridge]


And I remember that fight, 2:30 AM


As everything was slipping right out of our hands


I ran out crying and you followed me out into the street


Braced myself for the goodbye


'Cause it's all I've ever known


Then you took me by surprise


You said, ""I'll never leave you alone"" (Oh)[Chorus]


You said, ""I remember how we felt sitting by the water


And every time I look at you, it's like the first time


I fell in love with a careless man's careful daughter


She is the best thing that's ever been mine""




[Post-Chorus]


Hold on, make it last


Hold on, never turn back


(Hold on) You made a rebel of a careless man's careful daughter


(Hold on) You are the best thing that's ever been mine




[Outro]


Do you believe it? (Yeah, yeah, yeah)


We're gonna make it now (Yeah, yeah, yeah)


And I can see it (Yeah, yeah)


I can see it now",Energetic,0.647,0.793,7,-2.903,1,0.0363,0.00314,1.93e-06,0.174,0.5,121.101,audio_features,7G0gBu6nLdhFDPRLc0HdDG,spotify:track:7G0gBu6nLdhFDPRLc0HdDG,https://api.spotify.com/v1/tracks/7G0gBu6nLdhFDPRLc0HdDG,https://api.spotify.com/v1/audio-analysis/7G0gBu6nLdhFDPRLc0HdDG,231707,4
Sparks Fly (Taylor’s Version),Speak Now (Taylor's Version),3MytWN8L7shNYzGl4tAKRp,261230,"[Verse 1]


The way you move is like a full on rainstorm


And I'm a house of cards


You're the kind of reckless that should send me runnin'


But I kinda know that I won't get far


And you stood there in front of me, just close enough to touch


Close enough to hope you couldn't see what I was thinkin' of




[Chorus]


Drop everything now, meet me in the pouring rain


Kiss me on the sidewalk, take away the pain


'Cause I see sparks fly whenever you smile


Get me with those green eyes, baby, as the lights go down


Give me something that'll haunt me when you're not around


'Cause I see sparks fly whenever you smile




[Verse 2]


My mind forgets to remind me you're a bad idea


You touch me once and it's really somethin'


You find I'm even better than you imagined I would be


I'm on my guard for the rest of the world


But with you, I know it's no good


And I could wait patiently, but I really wish you would




[Chorus]


Drop everything now, meet me in the pouring rain


Kiss me on the sidewalk, take away the pain


'Cause I see sparks fly whenever you smile


Get me with those green eyes, baby, as the lights go down


Give me something that'll haunt me when you're not around


'Cause I see sparks fly whenever you smile[Bridge]


I'll run my fingers through your hair and watch the lights go wild


Just keep on keepin' your eyes on me


It's just wrong enough to make it feel right


And lead me up the staircase, won't you whisper soft and slow?


I'm captivated by you, baby, like a fireworks show




[Chorus]


Drop everything now, meet me in the pouring rain


Kiss me on the sidewalk (Ah-ah), take away the pain


'Cause I see sparks fly whenever you smile


Get me with those green eyes, baby, as the lights go down


Give me something that'll haunt me when you're not around


'Cause I see sparks fly whenever you smile




[Outro]


And the sparks fly


Oh, baby, smile


And the sparks fly",Energetic,0.605,0.769,5,-2.413,1,0.032,0.0241,0.0,0.0936,0.366,114.921,audio_features,3MytWN8L7shNYzGl4tAKRp,spotify:track:3MytWN8L7shNYzGl4tAKRp,https://api.spotify.com/v1/tracks/3MytWN8L7shNYzGl4tAKRp,https://api.spotify.com/v1/audio-analysis/3MytWN8L7shNYzGl4tAKRp,261231,4
Back To December (Taylor's Version),Speak Now (Taylor's Version),79uDOz0zuuWS7HWxzMmTa2,294189,"[Verse 1]


I'm so glad you made time to see me


How's life? Tell me, how's your family?


I haven't seen them in a while


You've been good, busier than ever


We small talk, work and the weather


Your guard is up and I know why




[Pre-Chorus]


Because the last time you saw me


Is still burned in the back of your mind


You gave me roses and I left them there to die




[Chorus]


So, this is me swallowing my pride


Standin' in front of you sayin', ""I'm sorry for that night
""


And I go back to December all the time


It turns out freedom ain't nothing but missin' you


Wishin' I'd realized what I had when you were mine


I go back to December, turn around and make it alright


I go back to December all the time




[Verse 2]


These days, I haven't been sleeping


Stayin' up, playing back myself leavin'


When your birthday passed and I didn't call


Then I think about summer, all the beautiful times


I watched you laughin' from the passenger side


And realized I loved you in the fall[Pre-Chorus]


And then the cold came, the dark days


When fear crept into my mind


You gave me all your love and all I gave you was goodbye




[Chorus]


So, this is me swallowing my pride


Standin' in front of you, sayin', ""I'm sorry for that night""


And I go back to December all the time


It turns out freedom ain't nothing but missin' you


Wishin' I'd realized what I had when you were mine


I go back to December, turn around and change my own mind


I go back to December all the time




[Bridge]


I miss your tanned skin, your sweet smile


So good to me, so right


And how you held me in your arms that September night


The first time you ever saw me cry


Maybe this is wishful thinkin'


Probably mindless dreaming


But if we loved again, I swear I'd love you right


I'd go back in time and change it, but I can't


So, if the chain is on your door, I understand




[Chorus]


But this is me swallowing my pride


Standin' in front of you, sayin', ""I'm sorry for that night""


And I go back to December


It turns out freedom ain't nothing but missin' you


Wishin' I'd realized what I had when you were mine


I go back to December, turn around and make it alright


I go back to December, turn around and change my own mind


I go back to December all the time[Outro]


All the time",Sad,0.486,0.635,2,-3.994,1,0.0278,0.00705,0.0,0.119,0.235,141.868,audio_features,79uDOz0zuuWS7HWxzMmTa2,spotify:track:79uDOz0zuuWS7HWxzMmTa2,https://api.spotify.com/v1/tracks/79uDOz0zuuWS7HWxzMmTa2,https://api.spotify.com/v1/audio-analysis/79uDOz0zuuWS7HWxzMmTa2,294190,4
Speak Now (Taylor's Version),Speak Now (Taylor's Version),5xXqyjLicvEpch72qEryFT,242473,"[Verse 1]


I am not the kind of girl


Who should be rudely bargin' in on a white veil occasion


But you are not the kind of boy


Who should be marrying the wrong girl


I sneak in and see your friends


And her snotty little family all dressed in pastel


And she is yelling at a bridesmaid


Somewhere back inside a room


Wearin' a gown shaped like a pastry




[Pre-Chorus]


This is surely not what you thought it would be


I lose myself in a daydream


Where I stand and say




[Chorus]


Don't say yes, run away now


I'll meet you when you're out


Of the church, at the back door


Don't wait or say a single vow


You need to hear me out


And they said, ""Spеak now""




[Verse 2]


Fond gestures are еxchanged


And the organ starts to play a song that sounds like a death march


And I am hiding in the curtains


It seems that I was uninvited by your lovely bride-to-be[Pre-Chorus]


She floats down the aisle like a pageant queen


But I know you wish it was me


You wish it was me, don't you?




[Chorus]


Don't say yes, run away now


I'll meet you when you're out


Of the church, at the back door


Don't wait or say a single vow


You need to hear me out


And they said, ""Speak now""


Don't say yes, run away now (Run away now)


I'll meet you when you're out


Of the church, at the back door


Don't wait or say a single vow (Say a single vow)


Your time is running out


And they said, ""Speak now""




[Post-Chorus]


Ooh (Run away now), la


Ooh (Say a single vow), ooh




[Bridge]


I hear the preacher say


""Speak now or forever hold your peace""


There's the silence, there's my last chance


I stand up with shaky hands, all eyes on me


Horrified looks from everyone in the room


But I'm only lookin' at you[Verse 3]


I am not the kind of girl


Who should be rudely bargin' in on a white veil occasion


But you are not the kind of boy


Who should be marrying the wrong girl, haha




[Chorus]


So, don't say yes, run away now


I'll meet you when you're out


Of the church, at the back door


Don't wait or say a single vow


You need to hear me out


They said, ""Speak now""


And you say, ""Let's run away now (Run away now)


I'll meet you when I'm out


Of my tux, at the back door


Baby, I didn't say my vows (Say a single vow)


So glad you were around


When they said, 'Speak now'""",Calm,0.734,0.686,7,-2.926,1,0.0349,0.225,0.0,0.136,0.598,119.002,audio_features,5xXqyjLicvEpch72qEryFT,spotify:track:5xXqyjLicvEpch72qEryFT,https://api.spotify.com/v1/tracks/5xXqyjLicvEpch72qEryFT,https://api.spotify.com/v1/audio-analysis/5xXqyjLicvEpch72qEryFT,242473,4
Dear John (Taylor's Version),Speak Now (Taylor's Version),1zU8j1x3yi9xalMF96pzKp,405906,"[Verse 1]


Long were the nights


When my days once revolved around you


Counting my footsteps


Prayin' the floor won't fall through again


And my mother accused me of losin' my mind


But I swore I was fine


You paint me a blue sky


Then go back and turn it to rain


And I lived in your chess game


But you change the rules every day


Wonderin' which version of you


I might get on the phone tonight


Well, I stopped pickin' up


And this song is to let you know why




[Chorus]


Dear John,
 I see it all now that you're gone


Don't you think I was too young to be messed with?


The girl in the dress cried the whole way home


I shoulda known




[Verse 2]


Well, maybe it's me and my blind optimism to blame


Or maybe it's you and your sick need


To give love and take it away


And you'll add my name to your long list of traitors


Who don't understand


And I'll look back and regret how I ignored when they said


""Run as fast as you can""[Chorus]


Dear John, I see it all now that you're gone


Don't you think I was too young to be messed with?


The girl in the dress cried the whole way home


Dear John, I see it all now, it was wrong


Don't you think nineteen's too young to be played by


Your dark, twisted games when I loved you so?


I shoulda known




[Instrumental Break]




[Bridge]


You are an expert at ""Sorry"" and keepin' lines blurry


Never impressed by me acing your tests


All the girls that you run dry have tired, lifeless eyes


'Cause you burned them out


But I took your matches before fire could catch me


So don't look now


I'm shining like fireworks over your sad, empty town


Oh




[Chorus]


Dear John, I see it all now that you're gone


Don't you think I was too young to be messed with?


The girl in the dress cried the whole way home


I see it all now that you're gone


Don't you think I was too young to be messed with?


The girl in the dress wrote you a song


You shoulda known[Outro]


You shoulda known


Don't you think I was too young?


You shoulda known",Sad,0.379,0.468,4,-5.07,1,0.0298,0.0327,0.0,0.158,0.115,119.447,audio_features,1zU8j1x3yi9xalMF96pzKp,spotify:track:1zU8j1x3yi9xalMF96pzKp,https://api.spotify.com/v1/tracks/1zU8j1x3yi9xalMF96pzKp,https://api.spotify.com/v1/audio-analysis/1zU8j1x3yi9xalMF96pzKp,405907,3
Mean (Taylor's Version),Speak Now (Taylor's Version),30Y4CV7A6YqtQtTTo7Ue4j,238693,"[Verse 1]


You, with your words like knives


And swords and weapons that you use against me


You have knocked me off my feet again


Got me feelin' like a nothing


You, with your voice like nails on a chalkboard


Calling me out when I'm wounded


You, pickin' on the weaker man




[Pre-Chorus]


Well, you can take me down


With just one single blow


But you don't know what you don't know




[Chorus]


Someday, I'll be livin' in a big ole city


And all you're ever gonna be is mean


Someday, I'll be big enough so you can't hit me


And all you're ever gonna be is mean


Why you gotta be so mean?




[Verse 2]


You, with your switching sides


And your wildfire lies and your humiliation


You have pointed out my flaws again


As if I don't already see them


I walk with my head down, trying to block you out


'Cause I'll never impress you


I just wanna feel okay again[Pre-Chorus]


I bet you got pushed around


Somebody made you cold


But the cycle ends right now


'Cause you can't lead me down that road


And you don't know what you don't know




[Chorus]


Someday, I'll be livin' in a big ole city


And all you're ever gonna be is mean


Someday, I'll be big enough so you can't hit me


And all you're ever gonna be is mean


Why you gotta be so mean?




[Bridge]


And I can see you years from now in a bar


Talking over a football game


With that same big, loud opinion, but nobody's listening


Washed up and ranting about the same ole bitter things


Drunk and grumbling on about how I can't sing


But all you are is mean




[Buildup]


All you are is mean


And a liar, and pathetic


And alone in life, and mean


And mean, and mean, and mean[Chorus]


But someday, I'll be livin' in a big ole city


And all you're ever gonna be is mean, yeah


Someday, I'll be big enough so you can't hit me


And all you're ever gonna be is mean


Why you gotta be so mean?


Someday, I'll be livin' in a big ole city


(Why you gotta be so mean?)


And all you're ever gonna be is mean


(Why you gotta be so mean?)


Someday, I'll be big enough so you can't hit me


(Why you gotta be so mean?)


And all you're ever gonna be is mean


Why you gotta be so mean?",Calm,0.526,0.7,4,-3.95,1,0.0392,0.321,0.0,0.213,0.596,163.949,audio_features,30Y4CV7A6YqtQtTTo7Ue4j,spotify:track:30Y4CV7A6YqtQtTTo7Ue4j,https://api.spotify.com/v1/tracks/30Y4CV7A6YqtQtTTo7Ue4j,https://api.spotify.com/v1/audio-analysis/30Y4CV7A6YqtQtTTo7Ue4j,238693,4
The Story Of Us (Taylor's Version),Speak Now (Taylor's Version),6dTA6y0C2ReQklntzZl8l3,267653,"[Verse 1]


I used to think one day we'd tell the story of us


How we met and the sparks flew instantly


And people would say, ""They’re the lucky ones""


I used to know my place was the spot next to you


Now I'm searchin' the room for an empty seat


’Cause lately I don't even know what page you're on




[Pre-Chorus]


Oh, a simple complication


Miscommunications lead to fallout


So many things that I wish you knew


So many walls up, I can't break through




[Chorus]


Now I'm standin' alone in a crowded room


And we're not speakin'


And I’m dyin’ to know, is it killin' you


Like it’s killin' me? Yeah


I don't know what to say since thе twist of fate


When it all broke down


And thе story of us looks a lot like a tragedy now




[Post-Chorus]


Next chapter[Verse 2]


How'd we end up this way?


See me nervously pulling at my clothes and tryin’ to look busy


And you're doin' your best to avoid me


I'm starting to think one day I'll tell the story of us


How I was losin' my mind when I saw you here


But you held your pride like you should've held me




[Pre-Chorus]


Oh, I'm scared to see the ending


Why are we pretending this is nothin'?


I'd tell you I miss you, but I don't know how


I've never heard silence quite this loud




[Chorus]


Now I'm standin' alone in a crowded room


And we're not speakin'


And I'm dyin' to know, is it killin' you


Like it's killin' me? Yeah


I don't know what to say since the twist of fate


When it all broke down


And the story of us looks a lot like a tragedy now




[Bridge]


This is looking like a contest


Of who can act like they care less


But I liked it better when you were on my side


The battle's in your hands now


But I would lay my armor down


If you said you'd rather love than fight[Pre-Chorus]


So many things that you wish I knew


But the story of us might be ending soon




[Chorus]


Now I'm standin' alone in a crowded room


And we're not speakin'


And I'm dyin' to know, is it killin' you


Like it's killin' me? Yeah


And I don't know what to say since the twist of fate


When it all broke down


And the story of us looks a lot like a tragedy now, now, now


And we're not speakin'


And I'm dyin' to know, is it killin' you


Like it's killin' me? Yeah


I don't know what to say since the twist of fate


'Cause we're goin' down


And the story of us looks a lot like a tragedy now




[Outro]


The end",Energetic,0.516,0.784,4,-2.636,1,0.0563,0.00136,0.0,0.0499,0.552,139.787,audio_features,6dTA6y0C2ReQklntzZl8l3,spotify:track:6dTA6y0C2ReQklntzZl8l3,https://api.spotify.com/v1/tracks/6dTA6y0C2ReQklntzZl8l3,https://api.spotify.com/v1/audio-analysis/6dTA6y0C2ReQklntzZl8l3,267653,4
Never Grow Up (Taylor's Version),Speak Now (Taylor's Version),2EFZ9emtKWEglWUQGEQ3P9,292920,"[Verse 1]


Your little hand's wrapped around my finger


And it's so quiet in the world tonight


Your little eyelids flutter 'cause you're dreaming


So I tuck you in, turn on your favorite nightlight




[Pre-Chorus]


To you, everything's funny


You got nothing to regret


I'd give all I have, honey


If you could stay like that




[Chorus]


Oh, darling, don't you ever grow up


Don't you ever grow up, just stay this little


Oh, darling, don't you ever grow up


Don't you ever grow up, it could stay this simple


I won't let nobody hurt you


Won't let no one break your heart


And no one will desert you


Just try to never grow up




[Post-Chorus]


And never grow up




[Verse 2]


You're in the car, on the way to the movies


And you're mortified your mom's droppin' you off


At fourteen, there's just so much you can't do


And you can't wait to move out someday and call your own shots[Pre-Chorus]


But don't make her drop you off around the block


Remember that she's gettin' older, too


And don't lose the way that you dance around


In your PJs getting ready for school




[Chorus]


Oh, darling, don't you ever grow up


Don't you ever grow up, just stay this little


Oh, darling, don't you ever grow up


Don't you ever grow up, it could stay this simple


And no one's ever burned you


Nothing's ever left you scarred


And even though you want to


Just try to never grow up




[Bridge]


Take pictures in your mind of your childhood room


Memorize what it sounded like when your dad gets home


Remember the footsteps, remember the words said


And all your little brother's favorite songs


I just realized everything I have is, someday, gonna be gone




[Verse 3]


So, here I am in my new apartment


In a big city, they just dropped me off


It's so much colder than I thought it would be


So I tuck myself in and turn my nightlight on[Chorus]


Wish I'd never grown up


Wish I'd never grown up


Oh, I don't wanna grow up


Wish I'd never grown up, I could still be little


Oh, I don't wanna grow up


Wish I'd never grown up, it could still be simple


Oh, darling, don't you ever grow up


Don't you ever grow up, just stay this little


Oh, darling, don't you ever grow up


Don't you ever grow up, it could stay this simple


I won't let nobody hurt you (Never grow up)


Won't let no one break your heart


And even though you want to


Please, try to never grow up




[Outro]


Oh, oh (Never grow up)


Just never grow up


Oh (Never grow up)


Just never grow up",Calm,0.684,0.339,2,-7.259,1,0.029,0.867,0.0,0.194,0.572,125.054,audio_features,2EFZ9emtKWEglWUQGEQ3P9,spotify:track:2EFZ9emtKWEglWUQGEQ3P9,https://api.spotify.com/v1/tracks/2EFZ9emtKWEglWUQGEQ3P9,https://api.spotify.com/v1/audio-analysis/2EFZ9emtKWEglWUQGEQ3P9,292920,4
Enchanted (Taylor's Version),Speak Now (Taylor's Version),3sW3oSbzsfecv9XoUdGs7h,353253,"[Verse 1]


There I was again tonight


Forcing laughter, faking smiles


Same old tired, lonely place


Walls of insincerity


Shifting eyes and vacancy


Vanished when I saw your face


All I can say is it was enchanting to meet you




[Verse 2]


Your eyes whispered, ""Have we met?""


Across the room, your silhouette


Starts to make its way to me


The playful conversation starts


Counter all your quick remarks


Like passing notes in secrecy


And it was enchanting to meet you


All I can say is I was enchanted to meet you




[Chorus]


This night is sparklin', don't you let it go


I'm wonderstruck, blushin' all the way home


I'll spеnd forever wonderin' if you knеw


I was enchanted to meet you




[Verse 3]


The lingering question kept me up


2 a.m., who do you love?


I wonder 'til I'm wide awake


And now, I'm pacing back and forth


Wishing you were at my door


I'd open up and you would say


""Hey, it was enchanting to meet you""


All I know is I was enchanted to meet you[Chorus]


This night is sparklin', don't you let it go


I'm wonderstruck, blushin' all the way home


I'll spend forever wonderin' if you knew


This night is flawless, don't you let it go


I'm wonderstruck, dancing around all alone


I'll spend forever wonderin' if you knew


I was enchanted to meet you




[Bridge]


This is me praying that


This was the very first page


Not where the storyline ends


My thoughts will echo your name


Until I see you again


These are the words I held back


As I was leaving too soon


I was enchanted to meet you


Please, don't be in love with someone else


Please, don't have somebody waitin' on you


Please, don't be in love with someone else (Ooh)


Please, don't have somebody waitin' on you (Oh-oh)




[Chorus]


This night is sparklin', don't you let it go


I'm wonderstruck, blushin' all the way home


I'll spend forever wonderin' if you knew


This night is flawless (Please, don't be in love with someone else)


Don't you let it go


I'm wonderstruck (Please, don't have somebody waitin' on you)


Dancing around all alone


I'll spend forever (Please, don't be in love with someone else)


Wonderin' if you knew


I was enchanted to meet you[Outro]


Please, don't be in love with someone else


Please, don't have somebody waitin' on you",Sad,0.52,0.553,8,-3.546,1,0.0269,0.016,0.0,0.165,0.227,81.949,audio_features,3sW3oSbzsfecv9XoUdGs7h,spotify:track:3sW3oSbzsfecv9XoUdGs7h,https://api.spotify.com/v1/tracks/3sW3oSbzsfecv9XoUdGs7h,https://api.spotify.com/v1/audio-analysis/3sW3oSbzsfecv9XoUdGs7h,353253,4
Better Than Revenge (Taylor's Version),Speak Now (Taylor's Version),0NwGC0v03ysCYINtg6ns58,220306,"[Intro]


Now go stand in the corner and think about what you did (Ha)


Haha, time for a little revenge




[Verse 1]


The story starts when it was hot and it was summer, and


I had it all, I had him right there where I wanted him


She came along, got him alone, and let's hear the applause


She took him faster than you can say ""Sabotage""


I never saw it coming, wouldn't have suspected it


I underestimated just who I was dealing with (Oh)


She had to know the pain was beating on me like a drum


She underestimated just who she was stealin' from




[Chorus]


She's not a saint and she's not what you think


She's an actress, woah


He was a moth to the flame


She was holding the matches, woah


Soon, she's gonna find stealing other people's toys


On the playground won't make you many friends


She should keep in mind, she should keep in mind


There is nothing I do better than revenge (Revenge), ha




[Verse 2]


She looks at life like it's a party and she's on the list


She looks at me like I'm a trend and she's so over it


I think her ever-present frown is a little troubling
, and


She thinks I'm psycho 'cause I like to rhyme her name with things


But sophistication isn't what you wear or who you know


Or pushing people down to get you where you wanna go


They didn't teach you that in prep school so it's up to me


That no amount of vintage dresses gives you dignity


(Think about what you did)[Chorus]


She's not a saint and she's not what you think


She's an actress, woah


He was a moth to the flame


She was holding the matches, woah


Soon, she's gonna find stealing other people's toys


On the playground won't make you many friends


She should keep in mind, she should keep in mind


There is nothing I do better than revenge (Haha)




[Bridge]


I'm just another thing for you to roll your eyes at, honey


You might have him, but haven't you heard?


I'm just another thing for you to roll your eyes at, honey


You might have him, but I always get the last word


Woah (Come on, can you take it back? Come on)




[Chorus]


She's not a saint and she's not what you think (No)


She's an actress, woah (You know that you deserve this)


He was a moth to the flame


She was holding the matches, woah


Soon, she's gonna find stealing other people's toys


On the playground won't make you many friends


She should keep in mind, she should keep in mind


There is nothing I do better than revenge[Outro]


(Come on) Do you still feel like you know what you're doin'?


'Cause I don't think you do, oh (No, no, no, no)


Do you still feel like you know what you're doing? (No)


I don't think you do, I don't think you do


Let's hear the applause (Come on, come on)


Come on, show me how much better you are (Oh, oh)


(So much better, yeah?)


So you deserve some applause


'Cause you're so much better


She took him faster than you could say ""Sabotage""",Energetic,0.505,0.893,11,-3.013,0,0.0771,0.000795,0.0,0.178,0.659,145.913,audio_features,0NwGC0v03ysCYINtg6ns58,spotify:track:0NwGC0v03ysCYINtg6ns58,https://api.spotify.com/v1/tracks/0NwGC0v03ysCYINtg6ns58,https://api.spotify.com/v1/audio-analysis/0NwGC0v03ysCYINtg6ns58,220307,4
Innocent (Taylor's Version),Speak Now (Taylor's Version),12nBPF4Rh4XLFJV0YLN7uj,301221,"[Verse 1]


I guess you really did it this time


Left yourself in your war path


Lost your balance on a tightrope


Lost your mind tryin' to get it back




[Pre-Chorus]


Wasn't it easier in your lunchbox days?


Always a bigger bed to crawl into


Wasn't it beautiful when you believed in everything


And everybody believed in you?




[Chorus]


It's alright, just wait and see


Your string of lights are still bright to me, oh


Who you are is not where you've been


You're still an innocent


You're still an innocent




[Verse 2]


Did some things you can't speak of


But at night, you live it all again


You wouldn't be shattered on the floor now


If only you had seen what you know now then




[Pre-Chorus]


Wasn't it easier in your firefly-catching days?


When everything out of reach


Someone bigger brought down to you


Wasn't it beautiful running wild 'til you fell asleep


Before the monsters caught up to you?[Chorus]


It's alright, just wait and see


Your string of lights are still bright to me, oh


Who you are is not where you've been


You're still an innocent


It's okay, life is a tough crowd


Thirty-two and still growing up now


Who you are is not what you did


You're still an innocent




[Bridge]


Time turns flames to embers


You'll have new Septembers


Every one of us has messed up, too, ooh


Minds change like the weather


I hope you remember


Today is never too late to be brand new


Oh, oh




[Chorus]


It's alright, just wait and see


Your string of lights is still bright to me, oh


Who you are is not where you've been


You're still an innocent


It's okay, life is a tough crowd


Thirty-two and still growing up now


Who you are is not what you did


You're still an innocent


You're still an innocent[Outro]


Lost your balance on a tightrope, oh


It's never too late to get it back",Sad,0.524,0.611,1,-5.298,0,0.0297,0.0972,0.0,0.127,0.126,133.583,audio_features,12nBPF4Rh4XLFJV0YLN7uj,spotify:track:12nBPF4Rh4XLFJV0YLN7uj,https://api.spotify.com/v1/tracks/12nBPF4Rh4XLFJV0YLN7uj,https://api.spotify.com/v1/audio-analysis/12nBPF4Rh4XLFJV0YLN7uj,301222,4
